clave_municipio,clave_entidad,entidad,municipio,lista_nominal,total_votos,participacion,votos_shh,votos_fcm,votos_mc,votos_otros,pct_shh,pct_fcm,pct_mc,ventaja_shh
14029,14,Jalisco,Cuquio,15306,10367,67.7316,3402,3839,2818,308,32.8157,37.031,27.1824,-4.2153
14030,14,Jalisco,Chapala,42863,28369,66.1853,14206,8799,4764,600,50.0758,31.0163,16.793,19.0595
14031,14,Jalisco,Chimaltitan,2725,2109,77.3945,538,727,790,54,25.5097,34.4713,37.4585,-11.9488
14032,14,Jalisco,Chiquilistlan,5047,3323,65.8411,1271,736,1215,101,38.2486,22.1487,36.5633,1.6853
14033,14,Jalisco,Degollado,19686,10438,53.0225,2641,4233,3186,378,25.3018,40.5537,30.5231,-15.2519
14034,14,Jalisco,Ejutla,2225,1299,58.382,480,309,460,50,36.9515,23.7875,35.4119,1.5396
14035,14,Jalisco,Encarnacion de Diaz,39573,23680,59.8388,7437,10127,5418,698,31.4062,42.766,22.8801,-11.3598
14036,14,Jalisco,Etzatlan,16145,11009,68.1883,5653,3139,2040,177,51.3489,28.513,18.5303,22.8359
14037,14,Jalisco,Grullo--El,21611,10330,47.7997,4970,2796,2268,296,48.1123,27.0668,21.9555,21.0455
14038,14,Jalisco,Guachinango,3932,2696,68.5656,1609,334,655,98,59.681,12.3887,24.2953,35.3857
14039,14,Jalisco,Guadalajara,1268140,789397,62.2484,336220,321032,113360,18785,42.592,40.668,14.3603,1.924
14040,14,Jalisco,Hostotipaquillo,7006,4694,66.9997,2486,712,1360,136,52.9612,15.1683,28.9732,23.988
14041,14,Jalisco,Huejucar,5914,3541,59.8749,867,1719,847,108,24.4846,48.5456,23.9198,-24.061
14042,14,Jalisco,Huejuquilla El Alto,7615,4800,63.0335,2100,1521,1022,157,43.75,31.6875,21.2917,12.0625
14043,14,Jalisco,Huerta--La,19521,11692,59.8945,5702,3168,2362,460,48.7684,27.0954,20.2018,21.673
14044,14,Jalisco,Ixtlahuacan de los Membrillos,43391,23099,53.2345,12924,6871,2711,593,55.9505,29.7459,11.7364,26.2046
14045,14,Jalisco,Ixtlahuacan del Rio,16988,10572,62.2322,4824,2959,2491,298,45.63,27.989,23.5622,17.641
14046,14,Jalisco,Jalostotitlan,28437,14962,52.6146,3072,8575,2893,422,20.532,57.3119,19.3357,-36.7799
14047,14,Jalisco,Jamay,20706,13182,63.6627,5766,3747,3296,373,43.7415,28.4251,25.0038,15.3164
14048,14,Jalisco,Jesus Maria,17613,9254,52.5407,2695,4880,1248,431,29.1225,52.734,13.4861,-23.6115
14049,14,Jalisco,Jilotlan de los Dolores,6348,2853,44.9433,839,980,929,105,29.4076,34.3498,32.5622,-4.9422
14050,14,Jalisco,Jocotepec,38783,23712,61.1402,12500,6355,4175,682,52.7159,26.8008,17.6071,25.9151
14051,14,Jalisco,Juanacatlan,19043,11203,58.83,6153,2829,1996,225,54.9228,25.2522,17.8167,29.6706
14052,14,Jalisco,Juchitlan,5689,3467,60.9422,1495,1301,559,112,43.1209,37.5252,16.1234,5.5957
14053,14,Jalisco,Lagos de Moreno,130607,74567,57.0927,29704,24306,18149,2408,39.8353,32.5962,24.3392,7.2391
14054,14,Jalisco,Limon--El,6223,3533,56.7733,2020,455,968,90,57.1752,12.8786,27.3988,29.7764
14055,14,Jalisco,Magdalena,16736,9690,57.8991,3802,3531,2085,272,39.2363,36.4396,21.517,2.7967
14056,14,Jalisco,Santa Maria del Oro,2069,1337,64.6206,229,699,368,41,17.1279,52.2812,27.5243,-35.1533
14057,14,Jalisco,Manzanilla de la Paz--La,3756,2622,69.8083,1287,508,768,59,49.0847,19.3745,29.2906,19.7941
14058,14,Jalisco,Mascota,12294,7673,62.4126,3797,2085,1599,192,49.4852,27.1732,20.8393,22.312
14059,14,Jalisco,Mazamitla,12507,8030,64.204,3541,2505,1692,292,44.0971,31.1955,21.071,12.9016
14060,14,Jalisco,Mexticacan,5164,2862,55.4222,1320,794,638,110,46.1216,27.7428,22.2921,18.3788
14061,14,Jalisco,Mezquitic,16085,11145,69.2882,5158,4134,1454,399,46.2808,37.0929,13.0462,9.1879
14062,14,Jalisco,Mixtlan,3550,2225,62.6761,896,840,443,46,40.2697,37.7528,19.9101,2.5169
14063,14,Jalisco,Ocotlan,82496,46955,56.9179,25858,12420,7772,905,55.0697,26.4509,16.552,28.6188
14064,14,Jalisco,Ojuelos de Jalisco,22622,15431,68.2124,6568,3377,4847,639,42.5637,21.8845,31.4108,11.1529
14065,14,Jalisco,Pihuamo,9855,5160,52.3592,2283,1312,1372,193,44.2442,25.4264,26.5891,17.6551
14066,14,Jalisco,Poncitlan,41568,23557,56.671,12083,5495,5208,771,51.2926,23.3264,22.1081,27.9662
14067,14,Jalisco,Puerto Vallarta,246276,137378,55.7821,81999,25871,26608,2900,59.6886,18.832,19.3685,40.3201
14068,14,Jalisco,Villa Purificacion,10256,5287,51.5503,2256,1824,968,239,42.6707,34.4997,18.3091,8.171
14069,14,Jalisco,Quitupan,8986,5019,55.8535,1728,890,2229,172,34.4292,17.7326,44.4112,-9.982
14070,14,Jalisco,Salto--El,143956,77670,53.954,45045,13132,17846,1647,57.9954,16.9074,22.9767,35.0187
14071,14,Jalisco,San Cristobal de la Barranca,3063,1936,63.206,728,875,273,60,37.6033,45.1963,14.1012,-7.593
14072,14,Jalisco,San Diego de Alejandria,5882,3750,63.7538,1201,1839,605,105,32.0267,49.04,16.1333,-17.0133
14073,14,Jalisco,San Juan de los Lagos,58892,34338,58.3067,11516,16124,5805,893,33.5372,46.9567,16.9055,-13.4195
14074,14,Jalisco,San Julian,13965,8869,63.5088,1401,5102,2042,324,15.7966,57.5262,23.024,-41.7296
14075,14,Jalisco,San Marcos,3298,2400,72.7714,1338,606,389,67,55.75,25.25,16.2083,30.5
14076,14,Jalisco,San Martin de Bolaños,2341,1563,66.7663,686,297,505,75,43.89,19.0019,32.3097,11.5803
14077,14,Jalisco,San Martin de Hidalgo,26619,15208,57.1321,8604,2579,3633,392,56.5755,16.9582,23.8887,32.6868
14078,14,Jalisco,San Miguel El Alto,26789,15329,57.2212,3132,8907,2776,514,20.4319,58.1056,18.1095,-37.6737
14079,14,Jalisco,Gomez Farias,13678,8724,63.7813,5025,1360,2108,231,57.5997,15.5892,24.1632,33.4365
14080,14,Jalisco,San Sebastian del Oeste,4874,3363,68.9988,1520,262,1449,132,45.1977,7.7907,43.0865,2.1112
14081,14,Jalisco,Santa Maria de los Angeles,3632,2144,59.0308,505,961,606,72,23.5541,44.8228,28.2649,-21.2687
14082,14,Jalisco,Sayula,29862,16813,56.3023,9734,3100,3607,372,57.8957,18.4381,21.4536,36.4421
14083,14,Jalisco,Tala,63322,35497,56.0579,21204,5629,7856,808,59.7346,15.8577,22.1314,37.6032
14084,14,Jalisco,Talpa de Allende,12107,8961,74.015,4652,2388,1682,239,51.9138,26.6488,18.7702,25.265
14085,14,Jalisco,Tamazula de Gordiano,36740,19078,51.9271,11319,4208,2969,582,59.3301,22.0568,15.5624,37.2733
14086,14,Jalisco,Tapalpa,16564,12507,75.5071,6405,2668,2967,467,51.2113,21.3321,23.7227,27.4886
14087,14,Jalisco,Tecalitlan,14386,8575,59.6066,3969,1679,2623,304,46.2857,19.5802,30.5889,15.6968
14088,14,Jalisco,Tecolotlan,15256,9600,62.9261,5437,2379,1570,214,56.6354,24.7812,16.3542,31.8542
14089,14,Jalisco,Techaluta de Montenegro,3438,2324,67.5974,1397,303,560,64,60.1119,13.0379,24.0964,36.0155
14090,14,Jalisco,Tenamaxtlan,7248,4219,58.2092,2082,1493,533,111,49.3482,35.3875,12.6333,13.9607
14091,14,Jalisco,Teocaltiche,32747,16392,50.0565,7394,5102,3206,690,45.1074,31.1249,19.5583,13.9825
14092,14,Jalisco,Teocuitatlan de Corona,10439,6675,63.9429,3937,1339,1161,238,58.9813,20.0599,17.3933,38.9214
14093,14,Jalisco,Tepatitlan de Morelos,133934,74923,55.9402,14140,48297,10556,1930,18.8727,64.4622,14.0891,-45.5895
14094,14,Jalisco,Tequila,34974,21706,62.0632,11657,6576,2966,507,53.704,30.2958,13.6644,23.4082
14095,14,Jalisco,Teuchitlan,8477,5435,64.1147,2762,1024,1477,172,50.8188,18.8408,27.1757,23.6431
14096,14,Jalisco,Tizapan El Alto,18712,10347,55.2961,4970,2613,2427,337,48.0332,25.2537,23.4561,22.7795
14097,14,Jalisco,Tlajomulco de Zuñiga,451757,231025,51.1392,113581,66555,46289,4600,49.1639,28.8086,20.0364,20.3553
14098,14,Jalisco,Tlaquepaque,521997,289166,55.3961,141551,90394,50611,6610,48.9515,31.2602,17.5024,17.6913
14099,14,Jalisco,Toliman,8551,5633,65.8753,2567,1316,1535,215,45.5707,23.3623,27.2501,18.3206
14100,14,Jalisco,Tomatlan,26962,14423,53.4938,9395,1352,3275,401,65.139,9.3739,22.7068,42.4322
14101,14,Jalisco,Tonala,396117,204231,51.5583,108614,54779,36011,4827,53.1819,26.8221,17.6325,26.3598
14102,14,Jalisco,Tonaya,5831,3201,54.8962,1079,1380,596,146,33.7082,43.1115,18.6192,-9.4033
14103,14,Jalisco,Tonila,6368,4794,75.2827,2392,853,1465,84,49.8957,17.7931,30.559,19.3367
14104,14,Jalisco,Totatiche,4279,2628,61.4162,467,1351,732,78,17.7702,51.4079,27.8539,-33.6377
14105,14,Jalisco,Tototlan,19662,10640,54.1145,4166,3545,2592,337,39.1541,33.3177,24.3609,5.8364
14106,14,Jalisco,Tuxcacuesco,4627,3117,67.3655,1627,1141,277,72,52.1976,36.6057,8.8868,15.5919
14107,14,Jalisco,Tuxcueca,6369,4063,63.7934,2091,714,1166,92,51.4644,17.5732,28.698,22.7664
14108,14,Jalisco,Tuxpan,29830,17275,57.9115,11588,2385,2966,336,67.0796,13.8061,17.1693,49.9103
14109,14,Jalisco,Union de San Antonio,15242,10414,68.3244,2514,6147,1396,357,24.1406,59.0263,13.405,-34.8857
14110,14,Jalisco,Union de Tula,12797,6904,53.9501,3702,1586,1399,217,53.6211,22.9722,20.2636,30.6489
14111,14,Jalisco,Valle de Guadalupe,6974,3683,52.8104,543,2511,524,105,14.7434,68.1781,14.2275,-53.4347
14112,14,Jalisco,Valle de Juarez,6307,3899,61.8202,1283,1969,514,133,32.9059,50.5001,13.1829,-17.5942
14113,14,Jalisco,San Gabriel,13708,8999,65.6478,3809,2581,2292,317,42.3269,28.681,25.4695,13.6459
14114,14,Jalisco,Villa Corona,15969,8481,53.1091,4988,1717,1522,254,58.8138,20.2453,17.946,38.5685
14115,14,Jalisco,Villa Guerrero,4886,3353,68.6246,669,1514,1059,111,19.9523,45.1536,31.5837,-25.2013
14116,14,Jalisco,Villa Hidalgo,16287,9196,56.4622,2963,3543,2314,376,32.2205,38.5276,25.1631,-6.3071
14117,14,Jalisco,Cañadas de Obregon,4106,2165,52.7277,686,744,638,97,31.6859,34.3649,29.4688,-2.679
14118,14,Jalisco,Yahualica de Gonzalez Gallo,21559,12493,57.948,5693,5072,1275,453,45.5695,40.5987,10.2057,4.9708
14119,14,Jalisco,Zacoalco de Torres,25413,14515,57.1164,8574,2001,3611,329,59.0699,13.7857,24.8777,34.1922
14120,14,Jalisco,Zapopan,1148285,691375,60.2094,241012,343963,91173,15227,34.8598,49.7506,13.1872,-14.8908
14121,14,Jalisco,Zapotiltic,28158,16437,58.3742,10249,3614,2201,373,62.3532,21.987,13.3905,40.3662
14122,14,Jalisco,Zapotitlan de Vadillo,5560,3836,68.9928,2163,1057,508,108,56.3869,27.5547,13.243,28.8322
14123,14,Jalisco,Zapotlan del Rey,15564,8789,56.4701,3926,2135,2432,296,44.6695,24.2917,27.671,16.9985
14124,14,Jalisco,Zapotlanejo,61811,31345,50.711,11979,10741,7593,1032,38.2166,34.267,24.224,3.9496000000000002
14125,14,Jalisco,San Ignacio Cerro Gordo,15877,8860,55.804,2030,5519,1058,253,22.912,62.2912,11.9413,-39.3792
15001,15,México,Acambay,50600,32624,64.4743,20179,8711,2751,983,61.8532,26.7012,8.4324,35.152
15002,15,México,Acolman,95320,62616,65.6903,40751,13868,6795,1202,65.0808,22.1477,10.8519,42.9331
15003,15,México,Aculco,37262,25622,68.7617,15931,6904,2183,604,62.177,26.9456,8.52,35.2314
15004,15,México,Almoloya de Alquisiras,12655,8100,64.0063,5274,1328,846,652,65.1111,16.3951,10.4444,48.716
15005,15,México,Almoloya de Juarez,128892,85809,66.5743,46770,24115,12482,2442,54.5048,28.1031,14.5463,26.4017
15006,15,México,Almoloya del Rio,9565,6869,71.8139,4433,1388,899,149,64.5363,20.2067,13.0878,44.3296
15007,15,México,Amanalco,19899,13976,70.2347,7104,3716,2550,606,50.83,26.5884,18.2456,24.2416
15008,15,México,Amatepec,20526,12952,63.1005,9815,2084,590,463,75.7798,16.0902,4.5553,59.6896
15009,15,México,Amecameca,45830,31642,69.0421,20817,6266,3952,607,65.7891,19.8028,12.4897,45.9863
15010,15,México,Apaxco,24117,15822,65.6052,11362,2116,2055,289,71.8114,13.3738,12.9882,58.4376
15011,15,México,Atenco,51970,31235,60.102,21463,5926,3210,636,68.7146,18.9723,10.2769,49.7423
15012,15,México,Atizapan,9823,6752,68.7366,4679,1097,819,157,69.298,16.247,12.1297,53.051
15013,15,México,Atizapan de Zaragoza,422234,277279,65.6695,142535,105940,23213,5591,51.4049,38.207,8.3717,13.1979
15014,15,México,Atlacomulco,85303,57361,67.2438,32231,17706,6186,1238,56.1897,30.8677,10.7843,25.322
15015,15,México,Atlautla,23911,16151,67.5463,11597,2539,1676,339,71.8036,15.7204,10.3771,56.0832
15016,15,México,Axapusco,20322,15699,77.2513,9852,4140,1284,423,62.7556,26.3711,8.1789,36.3845
15017,15,México,Ayapango,6833,5271,77.1403,3101,1135,928,107,58.8313,21.5329,17.6058,37.2984
15018,15,México,Calimaya,47226,34706,73.4892,18766,11281,4018,641,54.0713,32.5045,11.5772,21.5668
15019,15,México,Capulhuac,28816,15508,53.8173,9050,3554,2544,360,58.357,22.9172,16.4044,35.4398
15020,15,México,Coacalco de Berriozabal,234078,160417,68.5314,91717,49329,16538,2833,57.1741,30.7505,10.3094,26.4236
15021,15,México,Coatepec Harinas,29974,17790,59.3514,9374,5871,1833,712,52.6925,33.0017,10.3035,19.6908
15022,15,México,Cocotitlan,12887,9539,74.0203,6547,1399,1449,144,68.634,14.6661,15.1903,53.4437
15023,15,México,Coyotepec,41540,25389,61.1194,18837,3610,2439,503,74.1935,14.2188,9.6065,59.9747
15024,15,México,Cuautitlan,108369,73938,68.228,44600,20586,7557,1195,60.3208,27.8422,10.2207,32.4786
15025,15,México,Chalco,290295,170211,58.6338,122851,27012,16702,3646,72.1757,15.8697,9.8125,56.306
15026,15,México,Chapa de Mota,24056,18320,76.1556,10903,5310,1674,433,59.5142,28.9847,9.1376,30.5295
15027,15,México,Chapultepec,9678,6648,68.6919,4166,1466,906,110,62.6655,22.0517,13.6282,40.6138
15028,15,México,Chiautla,24263,17259,71.133,10754,3374,2779,352,62.3095,19.5492,16.1017,42.7603
15029,15,México,Chicoloapan,146641,90316,61.5899,57493,20734,10155,1934,63.6576,22.9572,11.2439,40.7004
15030,15,México,Chiconcuac,22280,15421,69.2145,9552,3605,1981,283,61.9415,23.3772,12.8461,38.5643
15031,15,México,Chimalhuacan,513126,271318,52.8755,183844,53524,27331,6619,67.7596,19.7274,10.0734,48.0322
15032,15,México,Donato Guerra,27361,19839,72.5083,13002,4417,1481,939,65.5376,22.2642,7.4651,43.2734
15033,15,México,Ecatepec de Morelos,1293612,808493,62.4989,519213,184754,86550,17976,64.2199,22.8517,10.7051,41.3682
15034,15,México,Ecatzingo,7904,5867,74.2282,3629,1555,554,129,61.8544,26.5042,9.4426,35.3502
15035,15,México,Huehuetoca,116991,67934,58.0677,48700,10612,6777,1845,71.6872,15.621,9.9759,56.0662
15036,15,México,Hueypoxtla,34763,24904,71.6394,17953,3993,2414,544,72.0888,16.0336,9.6932,56.0552
15037,15,México,Huixquilucan,219843,154924,70.4703,67813,71995,12467,2649,43.7718,46.4712,8.0472,-2.6994
15038,15,México,Isidro Fabela,9323,6840,73.3669,3781,1736,1189,134,55.2778,25.3801,17.383,29.8977
15039,15,México,Ixtapaluca,377797,224639,59.4602,152545,42819,24516,4759,67.9067,19.0612,10.9135,48.8455
15040,15,México,Ixtapan de la Sal,29202,19498,66.7694,9617,6472,2755,654,49.323,33.1931,14.1297,16.1299
15041,15,México,Ixtapan del Oro,5627,4532,80.5403,3267,925,210,130,72.0874,20.4104,4.6337,51.677
15042,15,México,Ixtlahuaca,121828,86805,71.2521,55052,21026,8772,1955,63.4203,24.2221,10.1054,39.1982
15043,15,México,Xalatlaco,20718,12436,60.0251,8393,2108,1720,215,67.4895,16.9508,13.8308,50.5387
15044,15,México,Jaltenco,21115,14819,70.1823,9913,2596,2054,256,66.8939,17.5181,13.8606,49.3758
15045,15,México,Jilotepec,74999,54530,72.7076,34532,13761,5136,1101,63.3266,25.2357,9.4187,38.0909
15046,15,México,Jilotzingo,17459,13438,76.9689,7214,4251,1605,368,53.6836,31.6342,11.9437,22.0494
15047,15,México,Jiquipilco,58213,40560,69.6752,23767,9718,5920,1155,58.5971,23.9596,14.5957,34.6375
15048,15,México,Jocotitlan,53939,38636,71.6291,23623,9601,4057,1355,61.1425,24.8499,10.5006,36.2926
15049,15,México,Joquicingo,11286,8503,75.3411,5623,1470,1202,208,66.1296,17.288,14.1362,48.8416
15050,15,México,Juchitepec,19825,14472,72.9987,10398,2500,1293,281,71.8491,17.2747,8.9345,54.5744
15051,15,México,Lerma,123996,87541,70.5999,52806,24547,8429,1759,60.3214,28.0406,9.6286,32.2808
15052,15,México,Malinalco,21558,15203,70.5214,9424,2187,3037,555,61.9878,14.3853,19.9763,42.0115
15053,15,México,Melchor Ocampo,46168,30882,66.8905,21753,5224,3404,501,70.4391,16.916,11.0226,53.5231
15054,15,México,Metepec,198096,144067,72.7259,61307,65566,14780,2414,42.5545,45.5108,10.2591,-2.9563
15055,15,México,Mexicaltzingo,10978,7378,67.2071,4066,1964,1235,113,55.1098,26.6197,16.739,28.4901
15056,15,México,Morelos,25299,18015,71.2083,11566,3946,1901,602,64.2021,21.904,10.5523,42.2981
15057,15,México,Naucalpan de Juarez,710850,461411,64.9098,243083,171296,38010,9022,52.6825,37.1244,8.2378,15.5581
15058,15,México,Nezahualcoyotl,879657,567767,64.5441,359156,130706,65993,11912,63.2576,23.0211,11.6233,40.2365
15059,15,México,Nextlalpan,37192,25504,68.5739,17482,4093,3425,504,68.5461,16.0485,13.4293,52.4976
15060,15,México,Nicolas Romero,313688,189371,60.3692,121940,41287,21787,4357,64.3921,21.8022,11.5049,42.5899
15061,15,México,Nopaltepec,8616,6324,73.3983,3622,1494,1033,175,57.2739,23.6243,16.3346,33.6496
15062,15,México,Ocoyoacac,55507,39831,71.7585,24204,8771,5867,989,60.7667,22.0205,14.7297,38.7462
15063,15,México,Ocuilan,23274,16459,70.7184,9780,2846,3201,632,59.4204,17.2915,19.4483,39.9721
15064,15,México,Oro--El,29101,20716,71.1866,13118,5476,1646,476,63.323,26.4337,7.9455,36.8893
15065,15,México,Otumba,29809,20172,67.6708,13621,4349,1848,354,67.5243,21.5596,9.1612,45.9647
15066,15,México,Otzoloapan,4202,2944,70.0619,1721,940,202,81,58.4579,31.9293,6.8614,26.5286
15067,15,México,Otzolotepec,65213,42424,65.0545,25853,9876,5826,869,60.9396,23.2793,13.7328,37.6603
15068,15,México,Ozumba,22258,15268,68.5956,10676,2295,2051,246,69.924,15.0314,13.4333,54.8926
15069,15,México,Papalotla,4471,3567,79.7808,2042,1068,402,55,57.247,29.9411,11.27,27.3059
15070,15,México,Paz--La,214668,131224,61.1288,85937,30797,11424,3066,65.4888,23.469,8.7057,42.0198
15071,15,México,Polotitlan,12722,8861,69.651,4870,2925,879,187,54.9599,33.0098,9.9199,21.9501
15072,15,México,Rayon,10244,7596,74.1507,4835,1455,1168,138,63.6519,19.1548,15.3765,44.4971
15073,15,México,San Antonio la Isla,20679,14780,71.4735,8943,3453,2159,225,60.5074,23.3627,14.6076,37.1447
15074,15,México,San Felipe del Progreso,119294,82195,68.9012,46370,28578,4766,2481,56.4146,34.7685,5.7984,21.6461
15075,15,México,San Martin de las Piramides,22627,15969,70.575,9623,3560,2440,346,60.2605,22.2932,15.2796,37.9673
15076,15,México,San Mateo Atenco,75745,55642,73.4596,33242,15218,6214,968,59.7426,27.3498,11.1678,32.3928
15077,15,México,San Simon de Guerrero,5548,4304,77.5775,2366,998,776,164,54.9721,23.1877,18.0297,31.7844
15078,15,México,Santo Tomas,7970,5818,72.9987,3505,1489,667,157,60.2441,25.593,11.4644,34.6511
15079,15,México,Soyaniquilpan de Juarez,11734,9611,81.9073,5344,3312,807,148,55.603,34.4605,8.3966,21.1425
15080,15,México,Sultepec,20093,12487,62.146,7789,3129,1012,557,62.3769,25.0581,8.1044,37.3188
15081,15,México,Tecamac,380697,254264,66.7891,153779,69371,26507,4607,60.4801,27.2831,10.425,33.197
15082,15,México,Tejupilco,61447,38003,61.8468,21324,11661,3656,1362,56.1114,30.6844,9.6203,25.427
15083,15,México,Temamatla,12100,8353,69.0331,5560,1329,1297,167,66.5629,15.9105,15.5274,50.6524
15084,15,México,Temascalapa,32550,22592,69.4071,15117,4686,2241,548,66.9131,20.7419,9.9194,46.1712
15085,15,México,Temascalcingo,53686,35227,65.6167,23645,7016,3585,981,67.1218,19.9165,10.1769,47.2053
15086,15,México,Temascaltepec,26714,18095,67.736,9128,5416,2966,585,50.4449,29.9309,16.3913,20.514
15087,15,México,Temoaya,78778,46662,59.2323,26469,12395,6553,1245,56.725,26.5634,14.0435,30.1616
15088,15,México,Tenancingo,77979,46605,59.7661,28740,8876,7795,1194,61.6672,19.0452,16.7257,42.622
15089,15,México,Tenango del Aire,9620,7170,74.5322,4594,1497,934,145,64.0725,20.8787,13.0265,43.1938
15090,15,México,Tenango del Valle,66714,41068,61.5583,26774,7531,5877,886,65.1943,18.3379,14.3104,46.8564
15091,15,México,Teoloyucan,71362,46075,64.5652,32361,8606,4345,763,70.2355,18.6782,9.4303,51.5573
15092,15,México,Teotihuacan,49998,34609,69.2208,22362,8425,3115,707,64.6133,24.3434,9.0005,40.2699
15093,15,México,Tepetlaoxtoc,24445,16910,69.1757,10736,3623,2134,417,63.4891,21.4252,12.6198,42.0639
15094,15,México,Tepetlixpa,15757,10547,66.9353,7177,1363,1710,297,68.0478,12.9231,16.2131,51.8347
15095,15,México,Tepotzotlan,67349,46220,68.6276,30441,7576,7157,1046,65.8611,16.3912,15.4846,49.4699
15096,15,México,Tequixquiac,30450,20728,68.0722,13320,3471,3474,463,64.2609,16.7455,16.7599,47.501
15097,15,México,Texcaltitlan,13979,9702,69.4041,5599,2192,1600,311,57.7098,22.5933,16.4914,35.1165
15098,15,México,Texcalyacac,4661,3822,81.9996,2499,597,615,111,65.3846,15.6201,16.0911,49.2935
15099,15,México,Texcoco,220712,135408,61.3505,81923,34001,16620,2864,60.5009,25.11,12.274,35.3909
15100,15,México,Tezoyuca,36958,23718,64.1756,15450,5471,2273,524,65.1404,23.0669,9.5834,42.0735
15101,15,México,Tianguistenco,62882,42762,68.0036,28022,9107,4717,916,65.5301,21.2969,11.0308,44.2332
15102,15,México,Timilpan,14535,11932,82.0915,6262,4483,863,324,52.4807,37.5712,7.2327,14.9095
15103,15,México,Tlalmanalco,40188,26870,66.8608,17841,4470,4000,559,66.3975,16.6357,14.8865,49.7618
15104,15,México,Tlalnepantla de Baz,569697,391934,68.7969,213845,138142,32549,7398,54.5615,35.2462,8.3047,19.3153
15105,15,México,Tlatlaya,25676,17901,69.7188,13384,3419,565,533,74.7668,19.0995,3.1562,55.6673
15106,15,México,Toluca,719862,482437,67.018,250249,161466,61117,9605,51.8719,33.4688,12.6684,18.4031
15107,15,México,Tonatico,11407,7880,69.0804,3681,2391,1603,205,46.7132,30.3426,20.3426,16.3706
15108,15,México,Tultepec,133380,86138,64.5809,58437,16461,9619,1621,67.8411,19.11,11.167,48.7311
15109,15,México,Tultitlan,385434,242411,62.893,162297,48930,26598,4586,66.9512,20.1847,10.9723,46.7665
15110,15,México,Valle de Bravo,59292,43794,73.8616,24180,14509,4089,1016,55.213,33.1301,9.3369,22.0829
15111,15,México,Villa de Allende,38266,25154,65.7346,16030,6698,1614,812,63.7274,26.628,6.4165,37.0994
15112,15,México,Villa del Carbon,38143,26816,70.3039,15039,9075,2019,683,56.0822,33.8417,7.5291,22.2405
15113,15,México,Villa Guerrero,48508,29135,60.0623,13717,7068,7347,1003,47.0808,24.2595,25.2171,21.8637
15114,15,México,Villa Victoria,76639,52345,68.3007,28348,20231,2226,1540,54.1561,38.6493,4.2526,15.5068
15115,15,México,Xonacatlan,48732,34137,70.0505,21105,6733,5601,698,61.8244,19.7235,16.4074,42.1009
15116,15,México,Zacazonapan,4075,3033,74.4294,2105,387,447,94,69.4032,12.7596,14.7379,54.6653
15117,15,México,Zacualpan,11095,7627,68.7427,5553,1420,396,258,72.8071,18.6181,5.1921,54.189
15118,15,México,Zinacantepec,154504,102564,66.3827,55890,29553,14441,2680,54.4928,28.8142,14.08,25.6786
15119,15,México,Zumpahuacan,13289,9036,67.9961,5897,1631,1191,317,65.2612,18.05,13.1806,47.2112
15120,15,México,Zumpango,181410,101153,55.7593,68070,19526,11384,2173,67.2941,19.3034,11.2542,47.9907
15121,15,México,Cuautitlan Izcalli,431931,299343,69.3034,175594,89395,28742,5612,58.6598,29.8637,9.6017,28.7961
15122,15,México,Valle de Chalco Solidaridad,282755,167236,59.1452,121522,25269,16540,3905,72.665,15.1098,9.8902,57.5552
15123,15,México,Luvianos,22803,13256,58.1327,8480,3295,783,698,63.971,24.8567,5.9068,39.1143
15124,15,México,San Jose del Rincon,75381,41589,55.1717,23063,12502,4256,1768,55.4546,30.0608,10.2335,25.3938
15125,15,México,Tonanitla,10703,7356,68.7284,5004,1215,982,155,68.0261,16.5171,13.3496,51.509
16001,16,Michoacán,Acuitzio,9507,6291,66.1723,3261,1678,978,374,51.836,26.673,15.546,25.163
16002,16,Michoacán,Aguililla,11009,4149,37.6873,3192,560,196,201,76.9342,13.4972,4.724,63.437
16003,16,Michoacán,Alvaro Obregon,17690,11628,65.7321,6556,2746,1925,401,56.381100000000004,23.6154,16.5549,32.7657
16004,16,Michoacán,Angamacutiro,13062,8289,63.4589,5264,2309,447,269,63.5059,27.8562,5.3927,35.6497
16005,16,Michoacán,Angangueo,8327,5494,65.9781,3627,1034,621,212,66.0175,18.8205,11.3032,47.197
16006,16,Michoacán,Apatzingan,95560,42486,44.46,25653,9477,5911,1445,60.3799,22.3062,13.9128,38.0737
16007,16,Michoacán,Aporo,3021,2187,72.3932,1135,424,534,94,51.8976,19.3873,24.417,27.4806
16008,16,Michoacán,Aquila,17259,11724,67.9298,10025,913,419,367,85.5084,7.7874,3.5739,77.721
16009,16,Michoacán,Ario,29061,17313,59.5747,7397,5649,3483,784,42.7251,32.6287,20.1178,10.0964
16010,16,Michoacán,Arteaga,16367,7244,44.2598,5322,1306,324,292,73.4677,18.0287,4.4727,55.439
16011,16,Michoacán,Briseñas,6648,4380,65.8845,2191,1225,858,106,50.0228,27.968,19.589,22.0548
16012,16,Michoacán,Buenavista,33147,13059,39.3972,6921,4658,968,512,52.9979,35.6689,7.4125,17.329
16013,16,Michoacán,Caracuaro,7621,4547,59.6641,2210,1822,261,254,48.6035,40.0704,5.74,8.5331
16014,16,Michoacán,Coahuayana,12101,6425,53.0948,3773,1795,578,279,58.7237,27.9377,8.9961,30.786
16015,16,Michoacán,Coalcoman de Vazquez Pallares,15176,7670,50.5403,2384,2999,1960,327,31.0821,39.1004,25.5541,-8.0183
